onset	duration	trial_type
1.873	20	263
1.937	20	263
2.041	20	786
5.041	20	788
5.041	20	487
21.042	20	1092
21.642	20	806
21.642	20	901
21.742	20	32768
38.402	20	800
38.402	20	906
38.402	20	839
38.402	20	33568
38.602	20	32768
39.003	20	1092
39.503	20	800
39.603	20	800
39.703	20	32768
46.402	20	807
46.402	20	908
46.402	20	839
46.502	20	33575
46.602	20	32768
47.003	20	1092
47.503	20	807
47.603	20	807
47.703	20	32768
51.802	20	804
51.802	20	901
51.802	20	833
51.802	20	33572
52.002	20	32768
52.403	20	1092
52.903	20	804
53.003	20	804
53.103	20	32768
60.602	20	801
60.602	20	907
60.602	20	840
60.702	20	33569
60.802	20	32768
61.203	20	1092
61.703	20	801
61.803	20	801
61.903	20	32768
68.021	20	805
68.021	20	907
68.021	20	833
68.021	20	33573
68.221	20	32768
68.622	20	1092
69.122	20	805
69.222	20	805
69.322	20	32768
73.402	20	803
73.402	20	901
73.402	20	838
73.502	20	33571
73.602	20	32768
74.003	20	1092
74.503	20	803
74.603	20	803
74.703	20	32768
77.402	20	802
77.402	20	901
77.402	20	833
77.402	20	33570
77.602	20	32768
78.003	20	1092
78.503	20	802
78.603	20	802
78.703	20	32768
78.703	20	902
81.202	20	800
81.202	20	833
81.402	20	32768
84.065	20	257
84.261	20	786
84.261	20	316
87.261	20	788
103.262	20	1092
103.762	20	800
103.862	20	800
103.962	20	32768
109.834	20	806
109.834	20	834
110.034	20	32768
110.435	20	1092
110.935	20	806
110.935	20	904
111.035	20	806
111.135	20	32768
111.135	20	902
118.202	20	805
118.202	20	833
118.402	20	32768
118.803	20	1092
119.303	20	805
119.403	20	805
119.503	20	32768
119.503	20	903
127.402	20	807
127.402	20	834
127.602	20	32768
128.003	20	1092
128.503	20	807
128.603	20	807
128.703	20	32768
128.703	20	902
132.473	20	802
132.473	20	834
132.673	20	32768
133.074	20	1092
133.574	20	802
133.674	20	802
133.774	20	32768
133.774	20	904
137.002	20	804
137.002	20	833
137.202	20	32768
137.603	20	1092
138.103	20	804
138.203	20	804
138.303	20	32768
138.303	20	901
143.202	20	801
143.202	20	835
143.402	20	32768
143.803	20	1092
144.303	20	801
144.403	20	801
144.503	20	32768
144.503	20	901
152.402	20	803
152.402	20	836
152.602	20	32768
153.003	20	1092
153.503	20	803
153.603	20	803
153.603	20	901
153.703	20	32768
156.402	20	804
156.402	20	836
156.602	20	32768
156.602	20	482
159.334	20	786
162.334	20	788
178.335	20	1092
178.835	20	804
178.935	20	804
179.035	20	32768
184.402	20	806
184.402	20	835
184.602	20	32768
185.003	20	1092
185.003	20	901
185.503	20	806
185.603	20	806
185.603	20	903
185.703	20	32768
198.402	20	807
198.402	20	835
198.602	20	32768
199.003	20	1092
199.503	20	807
199.603	20	807
199.603	20	907
199.703	20	32768
203.402	20	805
203.402	20	837
203.602	20	32768
204.003	20	1092
204.503	20	805
204.603	20	805
204.603	20	905
204.703	20	32768
212.802	20	802
212.802	20	839
213.002	20	32768
213.403	20	1092
213.903	20	802
214.003	20	802
214.003	20	907
214.103	20	32768
221.802	20	800
221.802	20	833
222.002	20	32768
222.403	20	1092
222.903	20	800
223.003	20	800
223.003	20	903
223.103	20	32768
226.252	20	801
226.252	20	839
226.452	20	32768
226.853	20	1092
227.353	20	801
227.453	20	801
227.453	20	901
227.553	20	32768
229.819	20	803
229.819	20	833
230.019	20	32768
230.42	20	1092
230.92	20	803
230.92	20	902
231.02	20	803
231.12	20	32768
236.602	20	801
236.602	20	833
236.602	20	511
236.802	20	32768
239.69	20	786
242.69	20	788
258.691	20	1092
259.191	20	801
259.191	20	905
259.291	20	801
259.391	20	32768
266.002	20	800
266.002	20	836
266.202	20	32768
266.603	20	1092
267.103	20	800
267.103	20	901
267.203	20	800
267.303	20	32768
270.709	20	805
270.709	20	833
270.909	20	32768
271.31	20	1092
271.81	20	805
271.91	20	805
272.01	20	32768
275.402	20	806
275.402	20	837
275.602	20	32768
275.602	20	904
276.003	20	1092
276.503	20	806
276.503	20	903
276.603	20	806
276.703	20	32768
279.802	20	807
279.802	20	834
280.002	20	32768
280.403	20	1092
280.903	20	807
280.903	20	901
281.003	20	807
281.103	20	32768
283.002	20	803
283.002	20	833
283.202	20	32768
283.603	20	1092
284.103	20	803
284.103	20	901
284.203	20	803
284.303	20	32768
286.002	20	802
286.002	20	833
286.202	20	32768
286.603	20	1092
287.103	20	802
287.103	20	901
287.203	20	802
287.303	20	32768
289.002	20	804
289.002	20	833
289.202	20	32768
289.603	20	1092
289.603	20	901
290.103	20	804
290.203	20	804
290.303	20	32768
296.802	20	803
296.802	20	464
296.802	20	835
297.002	20	32768
300.563	20	786
303.563	20	788
319.564	20	1092
320.064	20	803
320.164	20	803
320.264	20	32768
323.202	20	806
323.202	20	833
323.402	20	32768
323.402	20	901
323.803	20	1092
323.803	20	902
324.303	20	806
324.403	20	806
324.503	20	32768
326.412	20	801
326.412	20	834
326.612	20	32768
327.013	20	1092
327.013	20	907
327.513	20	801
327.613	20	801
327.713	20	32768
332.602	20	800
332.602	20	833
332.802	20	32768
333.203	20	1092
333.203	20	906
333.703	20	800
333.803	20	800
333.903	20	32768
338.386	20	805
338.386	20	838
338.586	20	32768
338.987	20	1092
338.987	20	902
