onset	duration	trial_type
3.121	20	259
3.297	20	257
3.445	20	786
5.073	20	257
6.225	20	257
6.445	20	788
6.445	20	409
8.225	20	257
9.937	20	257
12.577	20	257
15.105	20	257
17.121	20	257
19.761	20	257
22.446	20	1092
23.046	20	800
23.046	20	903
23.146	20	32768
27.597	20	805
27.597	20	903
27.597	20	835
27.597	20	33573
27.797	20	32768
28.198	20	1092
28.698	20	805
28.798	20	805
28.898	20	32768
31.927	20	802
31.927	20	907
31.927	20	835
32.027	20	33570
32.127	20	32768
32.528	20	1092
33.028	20	802
33.128	20	802
33.228	20	32768
38.992	20	804
38.992	20	906
38.992	20	836
38.992	20	33572
39.192	20	32768
39.593	20	1092
40.093	20	804
40.193	20	804
40.293	20	32768
43.597	20	806
43.597	20	905
43.597	20	839
43.697	20	33574
43.797	20	32768
44.198	20	1092
44.698	20	806
44.798	20	806
44.898	20	32768
47.462	20	801
47.462	20	903
47.462	20	835
47.462	20	33569
47.662	20	32768
48.063	20	1092
48.563	20	801
48.663	20	801
48.763	20	32768
54.122	20	803
54.122	20	904
54.122	20	837
54.222	20	33571
54.322	20	32768
54.723	20	1092
55.223	20	803
55.323	20	803
55.423	20	32768
58.529	20	807
58.529	20	907
58.529	20	838
58.529	20	33575
58.729	20	32768
59.13	20	1092
59.63	20	807
59.73	20	807
59.83	20	32768
59.83	20	903
62.492	20	801
62.492	20	839
62.692	20	32768
66.593	20	259
66.809	20	786
67.681	20	257
67.681	20	495
69.809	20	788
71.681	20	257
76.513	20	257
82.465	20	257
84.177	20	257
85.697	20	257
85.81	20	1092
86.31	20	801
86.41	20	801
86.51	20	32768
86.51	20	904
91.447	20	807
91.447	20	834
91.647	20	32768
92.048	20	1092
92.548	20	807
92.648	20	807
92.748	20	32768
92.748	20	902
95.462	20	803
95.462	20	839
95.662	20	32768
96.063	20	1092
96.563	20	803
96.663	20	803
96.763	20	32768
101.112	20	800
101.112	20	834
101.312	20	32768
101.713	20	1092
102.213	20	800
102.213	20	906
102.313	20	800
