onset	duration	trial_type
1.937	20	263
2.241	20	257
2.936	20	786
4.241	20	257
5.649	20	257
5.936	20	788
5.936	20	476
11.777	20	257
21.937	20	1092
22.537	20	806
22.537	20	907
22.637	20	32768
28.482	20	805
28.482	20	905
28.482	20	834
28.482	20	33573
28.682	20	32768
29.083	20	1092
29.583	20	805
29.683	20	805
29.783	20	32768
32.242	20	801
32.242	20	902
32.242	20	840
32.342	20	33569
32.442	20	32768
32.843	20	1092
33.343	20	801
33.443	20	801
33.543	20	32768
39.842	20	807
39.842	20	907
39.842	20	839
39.842	20	33575
40.042	20	32768
40.443	20	1092
40.943	20	807
41.043	20	807
41.143	20	32768
46.002	20	800
46.002	20	908
46.002	20	836
46.102	20	33568
46.202	20	32768
46.603	20	1092
47.103	20	800
47.203	20	800
47.303	20	32768
55.282	20	804
55.282	20	902
55.282	20	837
55.282	20	33572
55.482	20	32768
55.883	20	1092
56.383	20	804
56.483	20	804
56.583	20	32768
58.822	20	803
58.822	20	901
58.822	20	839
58.922	20	33571
59.022	20	32768
59.423	20	1092
59.923	20	803
60.023	20	803
60.123	20	32768
62.562	20	802
62.562	20	904
62.562	20	834
62.562	20	33570
62.762	20	32768
63.163	20	1092
63.663	20	802
63.763	20	802
63.863	20	32768
65.762	20	806
65.762	20	833
65.962	20	32768
68.193	20	259
68.593	20	263
68.786	20	786
69.217	20	257
69.569	20	257
71.185	20	257
71.185	20	311
71.786	20	788
77.041	20	257
87.787	20	1092
88.287	20	806
88.287	20	908
88.387	20	806
88.487	20	32768
88.487	20	902
92.882	20	807
92.882	20	834
93.082	20	32768
93.483	20	1092
93.983	20	807
94.083	20	807
94.183	20	32768
94.183	20	908
100.162	20	802
100.162	20	840
100.362	20	32768
100.763	20	1092
101.263	20	802
101.363	20	802
101.463	20	32768
101.463	20	902
103.381	20	803
103.381	20	834
103.581	20	32768
103.982	20	1092
104.482	20	803
104.582	20	803
104.682	20	32768
104.682	20	902
106.882	20	800
106.882	20	840
107.082	20	32768
107.483	20	1092
107.983	20	800
108.083	20	800
108.183	20	32768
108.183	20	902
109.747	20	805
109.747	20	834
109.947	20	32768
110.348	20	1092
110.848	20	805
110.948	20	805
111.048	20	32768
111.048	20	902
114.642	20	801
114.642	20	834
114.842	20	32768
115.243	20	1092
115.743	20	801
115.843	20	801
115.943	20	32768
115.943	20	908
118.605	20	804
118.605	20	840
118.805	20	32768
119.206	20	1092
119.706	20	804
119.806	20	804
119.806	20	902
119.906	20	32768
121.842	20	800
121.842	20	834
122.042	20	32768
124.161	20	263
124.369	20	257
125.057	20	786
125.393	20	259
125.393	20	426
127.953	20	257
128.057	20	788
129.841	20	257
130.945	20	257
133.841	20	257
144.058	20	1092
144.558	20	800
144.658	20	800
144.658	20	902
144.758	20	32768
148.082	20	801
148.082	20	834
148.282	20	32768
148.683	20	1092
149.183	20	801
149.283	20	801
149.283	20	902
149.383	20	32768
152.936	20	805
152.936	20	840
153.136	20	32768
153.537	20	1092
154.037	20	805
154.137	20	805
154.237	20	32768
158.082	20	806
158.082	20	834
158.282	20	32768
158.683	20	1092
158.683	20	908
159.183	20	806
159.283	20	806
159.283	20	905
159.383	20	32768
162.208	20	803
162.208	20	834
162.408	20	32768
162.809	20	1092
163.309	20	803
163.409	20	803
163.409	20	907
163.509	20	32768
165.442	20	804
165.442	20	839
165.642	20	32768
166.043	20	1092
166.543	20	804
166.643	20	804
166.643	20	903
166.743	20	32768
168.482	20	802
168.482	20	834
168.682	20	32768
169.083	20	1092
169.583	20	802
169.683	20	802
169.683	20	902
169.783	20	32768
175.602	20	807
175.602	20	837
175.802	20	32768
176.203	20	1092
176.703	20	807
176.703	20	903
176.803	20	807
176.903	20	32768
180.356	20	802
180.356	20	835
180.556	20	32768
184.017	20	257
184.017	20	263
184.017	20	412
184.275	20	786
186.417	20	257
187.275	20	788
193.873	20	257
203.276	20	1092
203.776	20	802
203.776	20	907
203.876	20	802
203.976	20	32768
208.722	20	804
208.722	20	834
208.922	20	32768
209.323	20	1092
209.823	20	804
209.823	20	903
209.923	20	804
210.023	20	32768
212.242	20	807
212.242	20	835
212.442	20	32768
212.843	20	1092
213.343	20	807
213.343	20	903
213.443	20	807
213.543	20	32768
215.122	20	800
215.122	20	835
215.322	20	32768
215.723	20	1092
216.223	20	800
216.223	20	902
216.323	20	800
216.423	20	32768
218.802	20	803
218.802	20	834
219.002	20	32768
219.403	20	1092
219.903	20	803
219.903	20	902
220.003	20	803
220.103	20	32768
222.642	20	805
222.642	20	839
222.842	20	32768
223.243	20	1092
223.743	20	805
223.843	20	805
223.943	20	32768
225.922	20	806
225.922	20	835
226.122	20	32768
226.523	20	1092
226.523	20	908
227.023	20	806
227.023	20	902
227.123	20	806
227.223	20	32768
229.762	20	801
229.762	20	834
229.962	20	32768
230.363	20	1092
230.363	20	909
230.863	20	801
230.963	20	801
231.063	20	32768
235.282	20	803
235.282	20	840
235.482	20	32768
238.833	20	263
238.833	20	460
239.073	20	257
239.418	20	786
240.673	20	257
242.418	20	788
249.857	20	257
258.419	20	1092
258.419	20	901
258.919	20	803
259.019	20	803
259.119	20	32768
264.162	20	800
264.162	20	835
264.362	20	32768
264.763	20	1092
265.263	20	800
265.363	20	800
265.463	20	32768
267.202	20	806
267.202	20	833
267.402	20	32768
267.402	20	901
267.803	20	1092
267.803	20	901
268.303	20	806
268.403	20	806
268.503	20	32768
270.562	20	801
270.562	20	833
270.762	20	32768
271.163	20	1092
271.163	20	903
271.663	20	801
271.763	20	801
271.863	20	32768
273.95	20	804
273.95	20	833
274.15	20	32768
274.551	20	1092
274.551	20	901
275.051	20	804
275.151	20	804
275.251	20	32768
276.981	20	805
276.981	20	833
277.181	20	32768
277.582	20	1092
277.582	20	905
278.082	20	805
278.182	20	805
278.282	20	32768
279.362	20	802
279.362	20	833
279.562	20	32768
279.963	20	1092
279.963	20	901
280.463	20	802
280.563	20	802
280.663	20	32768
282.684	20	807
282.684	20	841
282.884	20	32768
282.884	20	902
283.285	20	1092
283.785	20	807
283.885	20	807
283.985	20	32768
288.162	20	805
288.162	20	837
288.362	20	32768
288.362	20	375
291.681	20	263
292.291	20	786
292.481	20	257
292.929	20	257
295.291	20	788
300.833	20	257
306.465	20	257
306.465	20	906
311.292	20	1092
311.792	20	805
311.892	20	805
311.992	20	32768
317.122	20	802
317.122	20	835
317.322	20	32768
317.322	20	902
317.723	20	1092
318.223	20	802
318.323	20	802
318.423	20	32768
322.562	20	807
322.562	20	837
322.762	20	32768
322.762	20	906
323.163	20	1092
323.663	20	807
323.763	20	807
323.863	20	32768
326.496	20	804
326.496	20	838
326.696	20	32768
326.696	20	903
327.097	20	1092
327.597	20	804
327.697	20	804
327.797	20	32768
329.442	20	800
329.442	20	834
329.642	20	32768
329.642	20	905
330.043	20	1092
330.543	20	800
330.643	20	800
330.743	20	32768
332.482	20	803
332.482	20	834
332.682	20	32768
333.083	20	1092
333.583	20	803
333.683	20	803
333.783	20	32768
337.602	20	806
337.602	20	838
337.602	20	902
337.802	20	32768
337.802	20	907
338.203	20	1092
338.703	20	806
338.803	20	806
338.903	20	32768
342.482	20	801
342.482	20	839
342.482	20	905
342.682	20	32768
343.083	20	1092
343.583	20	801
343.683	20	801
343.783	20	32768
347.842	20	807
347.842	20	834
348.042	20	32768
350.289	20	263
350.553	20	786
350.553	20	312
350.929	20	263
350.945	20	263
350.993	20	263
351.009	20	257
352.273	20	257
353.553	20	788
353.553	20	901
366.801	20	257
369.554	20	1092
370.054	20	807
370.154	20	807
370.254	20	32768
377.202	20	801
377.202	20	839
377.202	20	904
377.402	20	32768
377.803	20	1092
378.303	20	801
378.403	20	801
378.503	20	32768
380.402	20	800
380.402	20	840
380.602	20	32768
381.003	20	1092
381.503	20	800
381.603	20	800
381.703	20	32768
384.722	20	806
384.722	20	908
384.722	20	833
384.722	20	907
384.922	20	32768
385.323	20	1092
385.823	20	806
385.923	20	806
386.023	20	32768
387.882	20	802
387.882	20	833
387.882	20	901
388.082	20	32768
388.483	20	1092
388.983	20	802
389.083	20	802
389.183	20	32768
391.362	20	805
391.362	20	834
391.362	20	902
391.562	20	32768
391.963	20	1092
392.463	20	805
392.563	20	805
392.663	20	32768
398.306	20	803
398.306	20	836
398.306	20	907
398.506	20	32768
398.907	20	1092
399.407	20	803
399.507	20	803
399.607	20	32768
401.922	20	804
401.922	20	902
401.922	20	839
402.122	20	32768
402.523	20	1092
403.023	20	804
403.123	20	804
403.223	20	32768
409.122	20	805
409.122	20	391
409.122	20	837
409.322	20	32768
411.505	20	263
411.804	20	786
411.889	20	257
412.305	20	257
414.804	20	788
416.593	20	257
425.473	20	257
430.209	20	257
430.805	20	1092
431.305	20	805
431.405	20	805
431.405	20	908
431.505	20	32768
435.442	20	806
435.442	20	908
435.442	20	839
435.642	20	32768
436.043	20	1092
436.543	20	806
436.643	20	806
436.743	20	32768
438.642	20	807
438.642	20	905
438.642	20	834
438.842	20	32768
439.243	20	1092
439.743	20	807
439.843	20	807
439.943	20	32768
442.482	20	804
442.482	20	902
442.482	20	835
442.682	20	32768
443.083	20	1092
443.583	20	804
443.683	20	804
443.783	20	32768
445.842	20	803
445.842	20	902
445.842	20	840
446.042	20	32768
446.443	20	1092
446.943	20	803
447.043	20	803
447.143	20	32768
450.002	20	801
450.002	20	903
450.002	20	837
450.202	20	32768
450.603	20	1092
451.103	20	801
451.203	20	801
451.303	20	32768
453.042	20	802
453.042	20	907
453.042	20	840
453.242	20	32768
453.643	20	1092
454.143	20	802
454.243	20	802
454.343	20	32768
456.002	20	800
456.002	20	834
456.202	20	32768
456.603	20	1092
457.103	20	800
457.203	20	800
457.303	20	32768
460.562	20	806
460.562	20	834
460.562	20	385
460.762	20	32768
463.601	20	263
464.001	20	257
464.081	20	786
464.081	20	902
464.273	20	263
464.449	20	263
464.449	20	902
466.945	20	257
467.081	20	788
483.082	20	1092
483.582	20	806
483.682	20	806
483.782	20	32768
483.782	20	902
488.162	20	805
488.162	20	834
488.362	20	32768
488.763	20	1092
489.263	20	805
489.363	20	805
489.463	20	32768
491.202	20	800
491.202	20	902
491.202	20	834
491.402	20	32768
491.803	20	1092
492.303	20	800
492.403	20	800
492.503	20	32768
492.503	20	908
493.602	20	804
493.602	20	834
493.802	20	32768
494.203	20	1092
494.703	20	804
494.803	20	804
494.903	20	32768
494.903	20	901
498.162	20	803
498.162	20	833
498.362	20	32768
498.763	20	1092
499.263	20	803
499.363	20	803
499.463	20	32768
505.317	20	807
505.317	20	906
505.317	20	834
505.517	20	32768
505.918	20	1092
506.418	20	807
506.518	20	807
506.618	20	32768
506.618	20	902
509.362	20	802
509.362	20	838
509.562	20	32768
509.963	20	1092
510.463	20	802
510.563	20	802
510.663	20	32768
510.663	20	902
511.842	20	801
511.842	20	840
512.042	20	32768
512.443	20	1092
512.943	20	801
513.043	20	801
513.143	20	32768
513.143	20	403
518.962	20	805
518.962	20	834
519.162	20	32768
521.665	20	263
522.096	20	786
522.225	20	257
522.753	20	257
523.873	20	257
523.873	20	901
525.096	20	788
534.785	20	257
540.913	20	257
541.097	20	1092
541.597	20	805
541.697	20	805
541.697	20	902
541.797	20	32768
545.307	20	807
545.307	20	834
545.507	20	32768
545.908	20	1092
546.408	20	807
546.508	20	807
546.608	20	32768
548.482	20	800
548.482	20	840
548.682	20	32768
549.083	20	1092
549.583	20	800
549.583	20	902
549.683	20	800
549.683	20	902
549.783	20	32768
551.41	20	806
551.41	20	834
551.61	20	32768
552.011	20	1092
552.511	20	806
552.611	20	806
552.611	20	908
552.711	20	32768
554.627	20	801
554.627	20	834
554.827	20	32768
555.228	20	1092
555.728	20	801
555.828	20	801
555.828	20	908
555.928	20	32768
558.162	20	802
558.162	20	834
558.362	20	32768
558.763	20	1092
559.263	20	802
559.363	20	802
