onset	duration	trial_type
2.375	20	786
3.345	20	257
3.921	20	257
5.375	20	788
5.375	20	554
17.825	20	257
21.376	20	1092
21.976	20	802
21.976	20	903
22.076	20	32768
30.402	20	800
30.402	20	906
30.402	20	834
30.402	20	33568
30.602	20	32768
31.003	20	1092
31.503	20	800
31.603	20	800
31.703	20	32768
33.202	20	805
33.202	20	902
33.202	20	834
33.302	20	33573
33.402	20	32768
33.803	20	1092
34.303	20	805
34.403	20	805
34.503	20	32768
36.607	20	807
36.607	20	907
36.607	20	838
36.607	20	33575
36.807	20	32768
37.208	20	1092
37.708	20	807
37.808	20	807
37.908	20	32768
40.402	20	806
40.402	20	906
40.402	20	835
40.502	20	33574
40.602	20	32768
41.003	20	1092
41.503	20	806
41.603	20	806
41.703	20	32768
45.402	20	804
45.402	20	902
45.402	20	838
45.402	20	33572
45.602	20	32768
46.003	20	1092
46.503	20	804
46.603	20	804
46.703	20	32768
50.02	20	803
50.02	20	902
50.02	20	839
50.12	20	33571
50.22	20	32768
50.621	20	1092
51.121	20	803
51.221	20	803
51.321	20	32768
53.814	20	801
53.814	20	906
53.814	20	834
53.814	20	33569
54.014	20	32768
54.415	20	1092
54.915	20	801
55.015	20	801
55.115	20	32768
55.115	20	902
58.09	20	804
58.09	20	838
58.29	20	32768
61.153	20	257
61.288	20	786
61.889	20	259
62.225	20	257
63.041	20	257
63.041	20	604
64.288	20	788
80.289	20	1092
80.789	20	804
80.889	20	804
80.989	20	32768
80.989	20	906
89.802	20	800
89.802	20	837
90.002	20	32768
90.403	20	1092
90.903	20	800
91.003	20	800
91.103	20	32768
91.103	20	902
96.506	20	805
96.506	20	834
96.706	20	32768
97.107	20	1092
97.607	20	805
97.707	20	805
97.807	20	32768
97.807	20	906
100.402	20	806
100.402	20	838
100.602	20	32768
101.003	20	1092
101.503	20	806
101.603	20	806
101.703	20	32768
101.703	20	905
104.002	20	807
104.002	20	836
104.202	20	32768
104.603	20	1092
105.103	20	807
105.203	20	807
105.303	20	32768
105.303	20	902
109.802	20	803
109.802	20	834
110.002	20	32768
110.403	20	1092
110.903	20	803
111.003	20	803
111.103	20	32768
113.263	20	802
113.263	20	834
113.463	20	32768
113.864	20	1092
114.364	20	802
114.364	20	902
114.464	20	802
114.564	20	32768
114.564	20	904
115.802	20	801
115.802	20	834
116.002	20	32768
116.403	20	1092
116.903	20	801
117.003	20	801
117.003	20	906
117.103	20	32768
120.002	20	801
120.002	20	838
120.202	20	32768
124.273	20	259
124.305	20	259
124.401	20	259
124.449	20	257
124.481	20	259
124.504	20	786
124.504	20	511
125.409	20	257
127.504	20	788
143.505	20	1092
144.005	20	801
144.105	20	801
144.105	20	903
144.205	20	32768
151.202	20	805
151.202	20	838
151.402	20	32768
151.803	20	1092
152.303	20	805
152.403	20	805
152.403	20	902
152.503	20	32768
155.231	20	804
155.231	20	839
155.431	20	32768
155.832	20	1092
156.332	20	804
156.432	20	804
156.532	20	32768
159.002	20	802
159.002	20	839
159.202	20	32768
159.603	20	1092
159.603	20	904
160.103	20	802
160.203	20	802
160.203	20	906
160.303	20	32768
162.251	20	806
162.251	20	834
162.451	20	32768
162.852	20	1092
163.352	20	806
163.452	20	806
163.452	20	902
163.552	20	32768
169.079	20	803
169.079	20	838
169.279	20	32768
169.68	20	1092
170.18	20	803
170.28	20	803
170.28	20	907
170.38	20	32768
172.602	20	800
172.602	20	834
172.802	20	32768
173.203	20	1092
173.703	20	800
173.803	20	800
173.803	20	907
173.903	20	32768
184.402	20	807
184.402	20	835
184.602	20	32768
185.003	20	1092
185.503	20	807
185.503	20	904
185.603	20	807
185.703	20	32768
188.64	20	805
188.64	20	836
188.84	20	32768
190.513	20	259
190.641	20	257
191.089	20	257
191.394	20	786
191.394	20	419
191.601	20	257
194.305	20	257
194.394	20	788
210.395	20	1092
210.895	20	805
210.895	20	903
210.995	20	805
211.095	20	32768
215.202	20	803
215.202	20	839
215.402	20	32768
215.803	20	1092
216.303	20	803
216.303	20	905
216.403	20	803
216.503	20	32768
220.402	20	807
220.402	20	837
220.602	20	32768
221.003	20	1092
221.503	20	807
221.503	20	903
221.603	20	807
221.703	20	32768
224.602	20	806
224.602	20	837
224.802	20	32768
225.203	20	1092
225.703	20	806
225.703	20	906
225.803	20	806
225.903	20	32768
228.402	20	801
228.402	20	838
228.602	20	32768
229.003	20	1092
229.503	20	801
229.603	20	801
229.703	20	32768
232.187	20	802
232.187	20	835
232.387	20	32768
232.788	20	1092
232.788	20	905
233.288	20	802
233.288	20	907
233.388	20	802
233.488	20	32768
237.22	20	800
237.22	20	835
237.42	20	32768
237.821	20	1092
238.321	20	800
238.321	20	905
238.421	20	800
238.521	20	32768
241.132	20	804
241.132	20	836
241.332	20	32768
241.733	20	1092
241.733	20	902
242.233	20	804
242.333	20	804
242.433	20	32768
246.202	20	803
246.202	20	837
246.402	20	32768
249.095	20	786
249.793	20	257
249.793	20	514
249.857	20	259
250.817	20	257
251.137	20	257
252.095	20	788
268.096	20	1092
268.096	20	906
268.596	20	803
268.696	20	803
268.796	20	32768
273.493	20	800
273.493	20	836
273.693	20	32768
274.094	20	1092
274.094	20	906
274.594	20	800
274.694	20	800
274.794	20	32768
280.402	20	806
280.402	20	835
280.602	20	32768
281.003	20	1092
281.003	20	906
281.503	20	806
281.603	20	806
281.703	20	32768
290.437	20	807
290.437	20	837
290.637	20	32768
291.038	20	1092
291.038	20	903
291.538	20	807
291.638	20	807
291.738	20	32768
294.002	20	805
294.002	20	835
294.202	20	32768
294.603	20	1092
294.603	20	905
295.103	20	805
295.203	20	805
295.303	20	32768
297.499	20	801
297.499	20	838
297.699	20	32768
298.1	20	1092
298.6	20	801
298.7	20	801
298.8	20	32768
302.602	20	802
302.602	20	838
302.602	20	903
302.802	20	32768
303.203	20	1092
303.203	20	904
303.703	20	802
303.803	20	802
303.903	20	32768
305.822	20	804
305.822	20	834
306.022	20	32768
306.022	20	904
306.423	20	1092
306.923	20	804
307.023	20	804
307.123	20	32768
309.029	20	800
309.029	20	838
309.229	20	32768
311.809	20	259
312.006	20	786
312.017	20	257
312.017	20	571
312.449	20	257
312.721	20	257
313.073	20	257
314.465	20	257
315.006	20	788
315.006	20	907
331.007	20	1092
331.507	20	800
331.607	20	800
331.707	20	32768
335.202	20	804
335.202	20	834
335.402	20	32768
335.402	20	903
335.803	20	1092
336.303	20	804
336.403	20	804
336.503	20	32768
340.202	20	807
340.202	20	835
340.402	20	32768
340.402	20	907
340.803	20	1092
341.303	20	807
341.403	20	807
341.503	20	32768
345.602	20	801
345.602	20	840
345.802	20	32768
345.802	20	903
346.203	20	1092
346.703	20	801
346.803	20	801
346.903	20	32768
351.802	20	806
351.802	20	835
352.002	20	32768
352.403	20	1092
352.903	20	806
353.003	20	806
353.103	20	32768
355.402	20	802
355.402	20	908
355.402	20	839
355.602	20	32768
355.602	20	902
356.003	20	1092
356.503	20	802
356.603	20	802
356.703	20	32768
358.402	20	805
358.402	20	839
358.602	20	32768
358.602	20	907
359.003	20	1092
359.503	20	805
359.603	20	805
359.703	20	32768
363.202	20	803
363.202	20	836
363.202	20	906
363.402	20	32768
363.803	20	1092
364.303	20	803
364.403	20	803
364.503	20	32768
369.802	20	806
369.802	20	839
370.002	20	32768
373.816	20	786
374.785	20	257
374.785	20	412
375.169	20	257
375.713	20	259
375.729	20	257
376.145	20	257
376.625	20	257
376.625	20	902
376.816	20	788
392.817	20	1092
393.317	20	806
393.417	20	806
393.517	20	32768
397.402	20	803
397.402	20	839
397.402	20	902
397.602	20	32768
398.003	20	1092
398.503	20	803
398.603	20	803
398.703	20	32768
401.026	20	805
401.026	20	836
401.026	20	905
401.226	20	32768
401.627	20	1092
402.127	20	805
402.227	20	805
402.327	20	32768
404.202	20	807
404.202	20	838
404.202	20	904
404.402	20	32768
404.803	20	1092
405.303	20	807
405.403	20	807
405.503	20	32768
408.002	20	804
408.002	20	837
408.002	20	907
408.202	20	32768
408.603	20	1092
409.103	20	804
409.203	20	804
409.303	20	32768
414.031	20	801
414.031	20	837
414.231	20	32768
414.632	20	1092
415.132	20	801
415.232	20	801
415.332	20	32768
419.402	20	802
419.402	20	905
419.402	20	838
419.402	20	906
419.602	20	32768
420.003	20	1092
420.503	20	802
420.603	20	802
420.703	20	32768
423.802	20	800
423.802	20	834
423.802	20	905
424.002	20	32768
424.403	20	1092
424.903	20	800
425.003	20	800
425.103	20	32768
425.103	20	433
427.402	20	804
427.402	20	834
427.602	20	32768
430.71	20	786
430.897	20	257
430.897	20	907
431.409	20	257
433.71	20	788
449.711	20	1092
450.211	20	804
450.311	20	804
450.411	20	32768
460.909	20	801
460.909	20	906
460.909	20	838
461.109	20	32768
461.51	20	1092
462.01	20	801
462.11	20	801
462.21	20	32768
468.002	20	807
468.002	20	903
468.002	20	838
468.202	20	32768
468.603	20	1092
469.103	20	807
469.203	20	807
469.303	20	32768
471.002	20	805
471.002	20	906
471.002	20	839
471.202	20	32768
471.603	20	1092
472.103	20	805
472.203	20	805
472.303	20	32768
473.802	20	806
473.802	20	907
473.802	20	839
474.002	20	32768
474.403	20	1092
474.903	20	806
475.003	20	806
475.103	20	32768
476.002	20	800
476.002	20	839
476.202	20	32768
476.603	20	1092
477.103	20	800
477.203	20	800
477.203	20	907
477.303	20	32768
479.646	20	802
479.646	20	902
479.646	20	835
479.846	20	32768
480.247	20	1092
480.747	20	802
480.847	20	802
480.947	20	32768
483.202	20	803
483.202	20	905
483.202	20	834
483.402	20	32768
483.803	20	1092
484.303	20	803
484.303	20	486
484.403	20	803
484.503	20	32768
488.897	20	801
488.897	20	837
489.097	20	32768
493.207	20	786
493.207	20	905
494.097	20	257
496.207	20	788
510.385	20	257
512.208	20	1092
512.708	20	801
512.808	20	801
512.908	20	32768
520.602	20	807
520.602	20	905
520.602	20	837
520.802	20	32768
521.203	20	1092
521.703	20	807
521.803	20	807
521.903	20	32768
521.903	20	904
523.402	20	806
523.402	20	837
523.602	20	32768
524.003	20	1092
524.503	20	806
524.603	20	806
524.703	20	32768
524.703	20	905
526.802	20	803
526.802	20	837
527.002	20	32768
527.403	20	1092
527.903	20	803
528.003	20	803
528.103	20	32768
529.202	20	805
529.202	20	905
529.202	20	837
529.402	20	32768
529.803	20	1092
530.303	20	805
530.403	20	805
530.503	20	32768
530.503	20	906
532.202	20	804
532.202	20	838
532.402	20	32768
532.803	20	1092
533.303	20	804
533.403	20	804
533.503	20	32768
536.214	20	800
536.214	20	837
536.414	20	32768
536.815	20	1092
537.315	20	800
537.315	20	905
537.415	20	800
537.515	20	32768
554.613	20	802
554.613	20	837
554.813	20	32768
555.214	20	1092
555.714	20	802
555.814	20	802
555.814	20	360
555.914	20	32768
557.802	20	802
557.802	20	836
557.802	20	906
558.002	20	32768
562.289	20	786
562.289	20	903
562.625	20	257
563.009	20	257
563.809	20	257
565.289	20	788
581.29	20	1092
581.79	20	802
581.89	20	802
581.99	20	32768
581.99	20	903
588.402	20	805
588.402	20	838
588.602	20	32768
589.003	20	1092
589.503	20	805
589.603	20	805
589.603	20	907
589.703	20	32768
592.802	20	807
592.802	20	836
593.002	20	32768
593.403	20	1092
593.903	20	807
594.003	20	807
594.103	20	32768
594.103	20	902
596.431	20	804
596.431	20	838
596.631	20	32768
597.032	20	1092
597.532	20	804
597.632	20	804
597.732	20	32768
597.732	20	906
600.208	20	806
600.208	20	835
600.408	20	32768
600.809	20	1092
601.309	20	806
601.409	20	806
601.409	20	904
601.509	20	32768
603.829	20	803
603.829	20	838
604.029	20	32768
604.43	20	1092
604.93	20	803
605.03	20	803
605.03	20	906
605.13	20	32768
607.002	20	800
607.002	20	839
607.202	20	32768
607.603	20	1092
608.103	20	800
608.203	20	800
608.303	20	32768
610.202	20	801
610.202	20	835
610.402	20	32768
610.803	20	1092
611.303	20	801
611.403	20	801
611.503	20	32768
616.602	20	801
616.602	20	834
616.802	20	32768
