onset	duration	trial_type
2.041	20	786
4.321	20	257
5.041	20	788
5.041	20	362
21.042	20	1092
21.642	20	804
21.642	20	902
21.742	20	32768
38.602	20	806
38.602	20	908
38.602	20	836
38.602	20	33574
38.802	20	32768
39.203	20	1092
39.703	20	806
39.803	20	806
39.903	20	32768
48.949	20	802
48.949	20	908
48.949	20	835
49.049	20	33570
49.149	20	32768
49.55	20	1092
50.05	20	802
50.15	20	802
50.25	20	32768
60.402	20	801
60.402	20	903
60.402	20	841
60.402	20	33569
60.602	20	32768
61.003	20	1092
61.503	20	801
61.603	20	801
61.703	20	32768
66.602	20	805
66.602	20	905
66.602	20	840
66.702	20	33573
66.802	20	32768
67.203	20	1092
67.703	20	805
67.803	20	805
67.903	20	32768
73.402	20	803
73.402	20	909
73.402	20	840
73.402	20	33571
73.602	20	32768
74.003	20	1092
74.503	20	803
74.603	20	803
74.703	20	32768
80.002	20	800
80.002	20	908
80.002	20	834
80.102	20	33568
80.202	20	32768
80.603	20	1092
81.103	20	800
81.203	20	800
81.303	20	32768
89.402	20	807
89.402	20	904
89.402	20	837
89.402	20	33575
89.602	20	32768
90.003	20	1092
90.503	20	807
90.603	20	807
90.703	20	32768
90.703	20	908
97.202	20	802
97.202	20	840
97.402	20	32768
100.261	20	786
100.385	20	257
101.057	20	257
101.601	20	257
102.097	20	257
102.625	20	257
103.249	20	257
103.249	20	463
103.261	20	788
105.313	20	257
114.897	20	257
119.262	20	1092
119.762	20	802
119.862	20	802
119.962	20	32768
119.962	20	903
125.402	20	805
125.402	20	840
125.602	20	32768
126.003	20	1092
126.503	20	805
126.603	20	805
126.703	20	32768
126.703	20	906
133.802	20	801
133.802	20	839
134.002	20	32768
134.403	20	1092
134.903	20	801
135.003	20	801
135.103	20	32768
135.103	20	908
139.802	20	803
139.802	20	840
140.002	20	32768
140.403	20	1092
140.903	20	803
141.003	20	803
141.103	20	32768
159.802	20	804
159.802	20	839
160.002	20	32768
160.403	20	1092
160.903	20	804
160.903	20	907
161.003	20	804
161.103	20	32768
161.103	20	908
166.602	20	806
166.602	20	834
166.802	20	32768
167.203	20	1092
167.703	20	806
167.803	20	806
167.903	20	32768
167.903	20	902
181.402	20	807
181.402	20	838
181.602	20	32768
182.003	20	1092
182.503	20	807
182.603	20	807
182.703	20	32768
182.703	20	907
186.002	20	800
186.002	20	840
186.202	20	32768
186.603	20	1092
187.103	20	800
187.203	20	800
187.203	20	903
187.303	20	32768
190.602	20	806
190.602	20	835
190.802	20	32768
193.534	20	786
193.761	20	257
194.401	20	257
194.961	20	257
194.961	20	460
196.161	20	257
196.534	20	788
201.329	20	257
201.809	20	257
211.681	20	257
212.535	20	1092
213.035	20	806
213.135	20	806
213.135	20	908
213.235	20	32768
222.402	20	802
222.402	20	840
222.602	20	32768
223.003	20	1092
223.503	20	802
223.603	20	802
223.603	20	904
223.703	20	32768
227.602	20	800
227.602	20	836
227.802	20	32768
228.203	20	1092
228.703	20	800
228.803	20	800
228.803	20	903
228.903	20	32768
232.412	20	807
232.412	20	835
232.612	20	32768
233.013	20	1092
233.513	20	807
233.613	20	807
233.613	20	904
233.713	20	32768
237.002	20	803
237.002	20	840
237.202	20	32768
237.603	20	1092
238.103	20	803
238.203	20	803
238.203	20	908
238.303	20	32768
242.402	20	801
242.402	20	840
242.602	20	32768
243.003	20	1092
243.503	20	801
243.603	20	801
243.703	20	32768
248.002	20	804
248.002	20	835
248.202	20	32768
248.603	20	1092
248.603	20	908
249.103	20	804
249.203	20	804
249.203	20	903
249.303	20	32768
255.202	20	805
255.202	20	835
255.402	20	32768
255.803	20	1092
256.303	20	805
256.303	20	903
256.403	20	805
256.503	20	32768
264.402	20	801
264.402	20	836
264.602	20	32768
267.297	20	257
267.49	20	786
267.49	20	633
268.177	20	257
269.025	20	257
270.49	20	788
274.529	20	257
281.233	20	257
286.491	20	1092
286.991	20	801
286.991	20	907
287.091	20	801
287.191	20	32768
298.906	20	806
298.906	20	839
299.106	20	32768
299.507	20	1092
300.007	20	806
300.007	20	902
300.107	20	806
300.207	20	32768
303.802	20	803
303.802	20	835
304.002	20	32768
304.403	20	1092
304.903	20	803
305.003	20	803
305.103	20	32768
307.402	20	804
307.402	20	835
307.602	20	32768
308.003	20	1092
308.003	20	903
308.503	20	804
308.503	20	902
308.603	20	804
308.703	20	32768
313.002	20	802
313.002	20	839
313.202	20	32768
313.603	20	1092
314.103	20	802
314.103	20	902
314.203	20	802
314.303	20	32768
316.802	20	805
316.802	20	834
317.002	20	32768
317.403	20	1092
317.903	20	805
317.903	20	907
318.003	20	805
318.103	20	32768
321.602	20	800
321.602	20	839
321.802	20	32768
322.203	20	1092
322.703	20	800
322.703	20	907
322.803	20	800
322.903	20	32768
326.602	20	807
326.602	20	834
326.802	20	32768
327.203	20	1092
327.203	20	903
327.703	20	807
327.803	20	807
327.903	20	32768
329.802	20	807
329.802	20	834
330.002	20	32768
333.313	20	257
333.563	20	786
333.563	20	440
333.713	20	257
335.281	20	257
336.561	20	257
336.563	20	788
341.697	20	257
352.564	20	1092
352.564	20	903
353.064	20	807
353.164	20	807
353.264	20	32768
360.756	20	803
360.756	20	839
360.956	20	32768
361.357	20	1092
361.357	20	907
361.857	20	803
361.957	20	803
362.057	20	32768
365.89	20	802
365.89	20	839
366.09	20	32768
366.491	20	1092
366.491	20	903
366.991	20	802
367.091	20	802
367.191	20	32768
370.002	20	800
370.002	20	835
370.202	20	32768
370.603	20	1092
371.103	20	800
371.203	20	800
371.303	20	32768
376.402	20	804
376.402	20	834
376.402	20	907
376.602	20	32768
377.003	20	1092
377.003	20	902
377.503	20	804
377.603	20	804
377.703	20	32768
383.202	20	805
