onset	duration	trial_type
2.375	20	786
5.375	20	788
5.375	20	554
10.769	20	257
21.376	20	1092
21.976	20	802
21.976	20	903
22.076	20	32768
26.155	20	800
26.155	20	907
26.155	20	834
26.155	20	33568
26.355	20	32768
26.756	20	1092
27.256	20	800
27.356	20	800
27.456	20	32768
29.602	20	805
29.602	20	905
29.602	20	837
29.802	20	32768
30.203	20	1092
30.703	20	805
30.803	20	805
30.903	20	32768
33.402	20	807
33.402	20	907
33.402	20	839
33.402	20	33575
33.602	20	32768
34.003	20	1092
34.503	20	807
34.603	20	807
34.703	20	32768
36.903	20	806
36.903	20	906
36.903	20	835
37.103	20	32768
37.504	20	1092
38.004	20	806
38.104	20	806
38.204	20	32768
40.617	20	804
40.617	20	902
40.617	20	836
40.617	20	33572
40.817	20	32768
41.218	20	1092
41.718	20	804
41.818	20	804
41.918	20	32768
46.402	20	803
46.402	20	902
46.402	20	839
46.602	20	32768
47.003	20	1092
47.503	20	803
47.603	20	803
47.703	20	32768
49.002	20	801
49.002	20	904
49.002	20	834
49.002	20	33569
49.202	20	32768
49.603	20	1092
50.103	20	801
50.203	20	801
50.303	20	32768
50.303	20	902
53.202	20	804
53.202	20	838
53.402	20	32768
56.4	20	786
56.4	20	604
59.4	20	788
65.089	20	257
75.401	20	1092
75.901	20	804
76.001	20	804
76.101	20	32768
76.101	20	907
77.327	20	800
77.327	20	838
77.527	20	32768
77.928	20	1092
78.428	20	800
78.528	20	800
78.628	20	32768
78.628	20	904
83.002	20	805
83.002	20	836
83.202	20	32768
83.603	20	1092
84.103	20	805
84.203	20	805
84.303	20	32768
84.303	20	907
86.002	20	806
86.002	20	839
86.202	20	32768
86.603	20	1092
87.103	20	806
87.203	20	806
87.303	20	32768
87.303	20	906
88.802	20	807
88.802	20	836
89.002	20	32768
89.403	20	1092
89.903	20	807
90.003	20	807
90.103	20	32768
90.103	20	902
92.002	20	803
92.002	20	835
92.202	20	32768
92.603	20	1092
93.103	20	803
93.203	20	803
93.303	20	32768
94.602	20	802
94.602	20	834
94.802	20	32768
95.203	20	1092
95.703	20	802
95.703	20	903
95.803	20	802
95.903	20	32768
95.903	20	904
98.914	20	801
98.914	20	834
99.114	20	32768
99.515	20	1092
100.015	20	801
100.115	20	801
100.115	20	903
100.215	20	32768
103.402	20	801
103.402	20	839
103.602	20	32768
103.602	20	511
107.904	20	786
110.904	20	788
117.137	20	257
124.433	20	257
124.689	20	257
125.665	20	257
126.817	20	257
126.905	20	1092
127.405	20	801
127.505	20	801
127.505	20	904
127.605	20	32768
129.602	20	805
129.602	20	838
129.802	20	32768
130.203	20	1092
130.703	20	805
130.803	20	805
130.803	20	905
130.903	20	32768
132.002	20	804
132.002	20	838
132.202	20	32768
132.603	20	1092
133.103	20	804
133.203	20	804
133.303	20	32768
135.207	20	802
135.207	20	836
135.407	20	32768
135.808	20	1092
135.808	20	905
136.308	20	802
136.408	20	802
136.408	20	906
136.508	20	32768
141.002	20	806
141.002	20	836
141.202	20	32768
141.603	20	1092
142.103	20	806
142.203	20	806
142.203	20	904
142.303	20	32768
144.236	20	803
144.236	20	835
144.436	20	32768
144.837	20	1092
145.337	20	803
145.437	20	803
