onset	duration	trial_type
2.737	20	263
2.865	20	263
3.019	20	786
3.153	20	257
6.019	20	788
6.019	20	512
9.169	20	257
15.601	20	257
22.02	20	1092
22.62	20	805
22.62	20	904
22.72	20	32768
31.058	20	802
31.058	20	907
31.058	20	836
31.058	20	33570
31.258	20	32768
31.659	20	1092
32.159	20	802
32.259	20	802
32.359	20	32768
35.202	20	804
35.202	20	907
35.202	20	836
35.302	20	33572
35.402	20	32768
35.803	20	1092
36.303	20	804
36.403	20	804
36.503	20	32768
40.231	20	807
40.231	20	906
40.231	20	838
40.231	20	33575
40.431	20	32768
40.832	20	1092
41.332	20	807
41.432	20	807
41.532	20	32768
43.269	20	803
43.269	20	904
43.269	20	839
43.369	20	33571
43.469	20	32768
43.87	20	1092
44.37	20	803
44.47	20	803
44.57	20	32768
47.342	20	800
47.342	20	904
47.342	20	839
47.342	20	33568
47.542	20	32768
47.943	20	1092
48.443	20	800
48.543	20	800
48.643	20	32768
50.754	20	801
50.754	20	904
50.754	20	836
50.854	20	33569
50.954	20	32768
51.355	20	1092
51.855	20	801
51.955	20	801
52.055	20	32768
57.002	20	806
57.002	20	906
57.002	20	838
57.002	20	33574
57.202	20	32768
57.603	20	1092
58.103	20	806
58.203	20	806
58.303	20	32768
58.303	20	905
64.219	20	807
64.219	20	836
64.419	20	32768
67.551	20	786
67.551	20	538
70.551	20	788
86.552	20	1092
87.052	20	807
87.152	20	807
87.252	20	32768
87.252	20	906
90.802	20	800
90.802	20	834
91.002	20	32768
91.403	20	1092
91.903	20	800
92.003	20	800
92.103	20	32768
92.103	20	901
94.202	20	803
94.202	20	839
94.402	20	32768
94.803	20	1092
95.303	20	803
95.403	20	803
95.503	20	32768
95.503	20	905
99.021	20	801
99.021	20	833
99.221	20	32768
99.622	20	1092
100.122	20	801
100.222	20	801
100.322	20	32768
100.322	20	901
103.202	20	804
103.202	20	834
103.402	20	32768
103.803	20	1092
104.303	20	804
104.403	20	804
104.503	20	32768
107.637	20	805
107.637	20	837
107.837	20	32768
108.238	20	1092
108.738	20	805
108.738	20	907
108.838	20	805
108.938	20	32768
108.938	20	902
111.002	20	802
111.002	20	838
111.202	20	32768
111.603	20	1092
112.103	20	802
112.203	20	802
112.303	20	32768
112.303	20	902
118.202	20	806
118.202	20	833
118.402	20	32768
118.803	20	1092
119.303	20	806
119.403	20	806
119.403	20	909
119.503	20	32768
121.89	20	800
121.89	20	837
122.09	20	32768
125.265	20	263
125.265	20	575
125.402	20	786
128.402	20	788
144.403	20	1092
144.903	20	800
145.003	20	800
145.003	20	909
145.103	20	32768
148.737	20	807
148.737	20	835
148.937	20	32768
149.338	20	1092
149.838	20	807
149.938	20	807
149.938	20	901
150.038	20	32768
153.002	20	804
153.002	20	835
153.202	20	32768
153.603	20	1092
154.103	20	804
154.203	20	804
154.303	20	32768
156.883	20	805
156.883	20	841
157.083	20	32768
157.484	20	1092
157.484	20	903
157.984	20	805
158.084	20	805
158.084	20	906
158.184	20	32768
160.202	20	806
160.202	20	841
160.402	20	32768
160.803	20	1092
161.303	20	806
161.403	20	806
161.403	20	901
161.503	20	32768
163.619	20	803
163.619	20	840
163.819	20	32768
164.22	20	1092
164.72	20	803
164.82	20	803
164.82	20	903
164.92	20	32768
168.402	20	802
168.402	20	833
168.602	20	32768
169.003	20	1092
169.503	20	802
169.603	20	802
169.603	20	908
169.703	20	32768
171.998	20	801
171.998	20	833
172.198	20	32768
172.599	20	1092
173.099	20	801
173.099	20	904
173.199	20	801
173.299	20	32768
178.458	20	800
178.458	20	838
178.658	20	32768
178.658	20	590
182.001	20	263
182.122	20	786
185.122	20	788
187.809	20	257
201.123	20	1092
201.623	20	800
201.623	20	906
201.723	20	800
201.823	20	32768
206.002	20	802
206.002	20	835
206.202	20	32768
206.603	20	1092
207.103	20	802
207.103	20	903
207.203	20	802
207.303	20	32768
213.114	20	806
213.114	20	836
213.314	20	32768
213.715	20	1092
214.215	20	806
214.215	20	906
214.315	20	806
214.415	20	32768
217.802	20	807
217.802	20	836
218.002	20	32768
218.403	20	1092
218.903	20	807
218.903	20	904
219.003	20	807
219.103	20	32768
221.802	20	803
221.802	20	838
222.002	20	32768
222.403	20	1092
222.903	20	803
222.903	20	904
223.003	20	803
223.103	20	32768
226.602	20	804
226.602	20	836
226.802	20	32768
227.203	20	1092
227.703	20	804
227.803	20	804
227.903	20	32768
230.741	20	805
230.741	20	838
230.941	20	32768
231.342	20	1092
231.342	20	903
231.842	20	805
231.842	20	904
231.942	20	805
232.042	20	32768
236.11	20	801
236.11	20	836
