onset	duration	trial_type
1.809	20	257
2.041	20	786
2.097	20	257
5.041	20	788
5.041	20	487
8.801	20	257
11.921	20	263
21.042	20	1092
21.642	20	806
21.642	20	902
21.742	20	32768
31.46	20	800
31.46	20	905
31.46	20	833
31.46	20	33568
31.66	20	32768
32.061	20	1092
32.561	20	800
32.661	20	800
32.761	20	32768
40.002	20	807
40.002	20	907
40.002	20	837
40.102	20	33575
40.202	20	32768
40.603	20	1092
41.103	20	807
41.203	20	807
41.303	20	32768
52.402	20	804
52.402	20	901
52.402	20	834
52.402	20	33572
52.602	20	32768
53.003	20	1092
53.503	20	804
53.603	20	804
53.703	20	32768
59.202	20	801
59.202	20	901
59.202	20	839
59.302	20	33569
59.402	20	32768
59.803	20	1092
60.303	20	801
60.403	20	801
60.503	20	32768
65.402	20	805
65.402	20	905
65.402	20	834
65.402	20	33573
65.602	20	32768
66.003	20	1092
66.503	20	805
66.603	20	805
66.703	20	32768
80.002	20	803
80.002	20	901
80.002	20	837
80.102	20	33571
80.202	20	32768
80.603	20	1092
81.103	20	803
81.203	20	803
81.303	20	32768
84.402	20	802
84.402	20	902
84.402	20	833
84.402	20	33570
84.602	20	32768
85.003	20	1092
85.503	20	802
85.603	20	802
85.703	20	32768
85.703	20	906
87.794	20	800
87.794	20	833
87.994	20	32768
89.969	20	259
90.853	20	786
91.505	20	263
91.521	20	263
91.713	20	263
91.745	20	257
91.889	20	263
91.889	20	263
91.889	20	316
93.853	20	788
107.537	20	257
109.854	20	1092
110.354	20	800
110.454	20	800
110.554	20	32768
118.202	20	806
118.202	20	834
118.402	20	32768
118.803	20	1092
119.303	20	806
119.303	20	905
119.403	20	806
119.503	20	32768
119.503	20	902
126.043	20	805
126.043	20	839
126.243	20	32768
126.644	20	1092
127.144	20	805
127.244	20	805
127.344	20	32768
127.344	20	903
131.152	20	807
131.152	20	838
131.352	20	32768
131.753	20	1092
132.253	20	807
132.353	20	807
132.453	20	32768
132.453	20	907
135.202	20	802
135.202	20	839
135.402	20	32768
135.803	20	1092
136.303	20	802
136.403	20	802
136.503	20	32768
136.503	20	907
139.202	20	804
139.202	20	834
139.402	20	32768
139.803	20	1092
140.303	20	804
140.403	20	804
140.503	20	32768
140.503	20	907
153.966	20	801
153.966	20	835
154.166	20	32768
154.567	20	1092
155.067	20	801
155.167	20	801
155.267	20	32768
155.267	20	902
161.602	20	803
161.602	20	837
161.802	20	32768
162.203	20	1092
162.703	20	803
162.803	20	803
162.803	20	901
162.903	20	32768
169.202	20	804
169.202	20	839
169.402	20	32768
171.697	20	263
171.889	20	263
171.953	20	263
171.985	20	263
172.017	20	263
172.017	20	482
172.134	20	786
175.134	20	788
191.135	20	1092
191.635	20	804
191.735	20	804
191.835	20	32768
197.802	20	806
197.802	20	840
198.002	20	32768
198.403	20	1092
198.403	20	905
198.903	20	806
199.003	20	806
199.003	20	908
199.103	20	32768
205.802	20	807
205.802	20	839
206.002	20	32768
206.403	20	1092
206.903	20	807
207.003	20	807
207.003	20	908
207.103	20	32768
209.202	20	805
209.202	20	839
209.402	20	32768
209.803	20	1092
210.303	20	805
210.403	20	805
210.403	20	907
210.503	20	32768
212.202	20	802
212.202	20	840
212.402	20	32768
212.803	20	1092
213.303	20	802
213.403	20	802
213.403	20	908
213.503	20	32768
215.937	20	800
215.937	20	833
216.137	20	32768
216.538	20	1092
217.038	20	800
217.138	20	800
217.138	20	907
217.238	20	32768
220.202	20	801
220.202	20	840
220.402	20	32768
